"mukey","grid.ids","n"
542055,315717,341
542055,317101,100
542055,317102,434
542055,318487,86
542055,318488,24
542056,317101,14
542056,318487,126
542056,318488,38
542057,314331,273
542057,314332,282
542057,315717,667
542057,315718,40
542057,317101,38
542057,317102,293
542057,317103,352
542057,317104,39
542057,318488,165
542058,317102,40
542058,317103,19
542059,317102,7
542060,317102,18
542061,315717,89
542061,317103,25
542062,315717,138
542062,317103,15
542063,314331,410
542063,314332,250
542063,315717,658
542063,315718,68
542063,317103,103
542063,317104,41
542064,314332,66
542064,315717,292
542064,315718,94
542064,317103,63
542064,317104,15
542065,317103,43
542065,317104,67
542067,314331,43
542067,314332,211
542067,315717,866
542067,315718,234
542067,317101,521
542067,317104,19
542067,318489,47
542068,314331,160
542068,314332,282
542068,315717,432
542068,317101,213
542068,317102,480
542068,317103,518
542068,317104,14
542068,318489,50
542069,317101,15
542069,317104,13
542069,318487,202
542069,318489,54
542069,318490,257
542070,314331,59
542070,314332,55
542070,315717,124
542070,315718,17
542070,317101,53
542070,317102,292
542070,317103,66
542070,318488,9
542071,314331,167
542071,314332,141
542071,315717,1531
542071,315718,401
542071,317101,307
542071,317102,114
542071,317103,839
542071,317104,45
542071,318487,16
542071,318489,14
542072,314331,136
542072,314332,304
542072,315717,611
542072,315718,88
542072,317104,17
542073,314332,19
542073,315717,262
542073,317101,120
542073,317102,22
542073,317103,163
542073,317104,107
542073,318487,74
542073,318488,26
542074,317103,20
542074,317104,45
542074,318488,31
542075,318488,168
542076,317101,707
542076,317102,71
542076,317103,53
542076,317104,54
542076,318487,319
542076,318489,19
542077,317101,14
542077,318487,36
542078,317101,370
542078,317102,111
542078,317104,625
542078,318487,75
542078,318489,36
542078,318490,83
542082,314331,353
542082,314332,175
542082,315717,920
542082,315718,132
542082,317101,922
542082,317102,1305
542082,317103,2665
542082,317104,358
542082,318487,192
542082,318488,179
542082,318489,997
542082,318490,27
542083,317101,17
542083,317102,149
542083,317103,869
542083,317104,213
542083,318488,17
542083,318489,432
542084,317101,9
542084,317102,49
542084,317103,700
542084,317104,1700
542084,318487,113
542084,318488,31
542084,318489,401
542084,318490,566
542085,315717,2
542085,317101,57
542085,317103,320
542085,317104,172
542085,318489,96
542087,317101,103
542087,317102,255
542087,317104,216
542087,318488,25
542088,317101,35
542088,317102,13
542089,317102,53
542090,314332,124
542090,317102,168
542090,317104,46
542090,318489,40
542091,314332,115
542091,317102,24
542091,317104,42
542091,318489,64
542091,318490,15
542092,317104,307
542092,318488,15
542093,317101,40
542093,317102,18
542094,317101,27
542094,317102,501
542094,318488,372
542095,317102,531
542095,318488,1453
542102,317104,29
542103,317102,25
542104,317102,58
542106,318489,52
542107,317102,50
542107,317103,61
542108,317103,60
542108,317104,62
542108,318488,7
542109,317103,28
542111,314331,255
542111,314332,333
542111,315717,1214
542111,315718,161
542111,317101,2000
542111,317102,1963
542111,317103,1044
542111,317104,205
542111,318487,585
542111,318488,1053
542111,318489,291
542111,318490,36
542112,314331,503
542112,314332,617
542112,315717,1429
542112,315718,319
542112,317101,909
542112,317102,606
542112,317103,1542
542112,317104,389
542112,318487,46
542112,318488,448
542112,318489,526
542112,318490,15
542113,314331,25
542113,314332,199
542113,315717,505
542113,315718,14
542113,317101,163
542113,317102,196
542113,317103,656
542113,317104,116
542113,318488,53
542113,318489,57
542114,314332,42
542114,315717,66
542114,317102,1198
542114,317103,1985
542114,317104,147
542114,318488,60
542114,318489,7
542115,314332,15
542115,315717,92
542115,315718,61
542115,317101,119
542115,317102,454
542115,317103,340
542115,317104,827
542115,318487,172
542115,318488,423
542115,318489,1
542115,318490,113
542116,315717,335
542116,315718,56
542116,317101,301
542116,317102,772
542116,317103,2137
542116,317104,893
542116,318487,11
542116,318488,1071
542116,318489,237
542116,318490,171
542118,317103,184
542118,318489,24
542119,315717,123
542119,315718,105
542119,317103,538
542119,318489,578
542120,314331,191
542120,315717,696
542120,317103,152
542120,317104,22
542120,318489,106
542122,315717,2
542122,317101,82
542122,317102,232
542122,317103,206
542122,317104,50
542122,318488,145
542123,314331,197
542123,314332,280
542123,315717,885
542123,315718,68
542123,317101,949
542123,317102,1495
542123,317103,1203
542123,317104,64
542123,318487,386
542123,318488,650
542123,318489,6
542123,318490,14
542124,314331,37
542124,314332,229
542124,315717,141
542124,317101,112
542124,317102,12
542124,317103,46
542124,317104,57
542124,318489,51
542126,314332,89
542126,317101,239
542126,317102,356
542126,317103,188
542126,317104,18
542126,318487,107
542126,318488,80
542127,314331,41
542127,314332,111
542127,317103,95
542127,317104,9
NA,NA,194897
